slug,city,state,postal_code,derived_county,method,confidence,share,reason
"piedmont-park-sharon-lester-tennis-pickleball-center","Atlanta",GA,30306,"Fulton",zip_nearest_county_centroid,0.6,0.5847,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 14 km (margin 5 km)"
"pullman-yard","Atlanta",GA,30317,"DeKalb",zip_nearest_county_centroid,0.6,0.9978,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 13 km (margin 4 km)"
"shady-valley-park","Atlanta",GA,30324,"Fulton",zip_nearest_county_centroid,0.6,0.7546,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 13 km (margin 2 km)"
"south-bend-park","Atlanta",GA,30315,"Fulton",zip_nearest_county_centroid,0.6,0.9948,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 17 km (margin 4 km)"
"south-fulton-tennis-center","Atlanta",GA,30349,"Clayton",zip_nearest_county_centroid,0.78,0.1446,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 22 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"southside-park","Atlanta",GA,30354,"Clayton",zip_nearest_county_centroid,0.6,0.1288,"ZCTA spans 2 counties; nearest county centroid is 13 km away, next is 17 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"thomasville-park-recreation-center","Atlanta",GA,30315,"DeKalb",zip_nearest_county_centroid,0.6,0.0052,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 14 km (margin 0 km) — OVERRODE the larger-by-land-area candidate"
"vinings-atlanta","Atlanta",GA,30339,"Fulton",zip_nearest_county_centroid,0.78,0.0443,"ZCTA spans 2 counties; nearest county centroid is 8 km away, next is 27 km (margin 18 km) — OVERRODE the larger-by-land-area candidate"
"blanchard-park-augusta","Augusta",GA,30907,"Richmond",zip_nearest_county_centroid,0.78,0.2247,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 27 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"montclair","Augusta",GA,30907,"Richmond",zip_nearest_county_centroid,0.78,0.2247,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 27 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"warren-baptist-church","Augusta",GA,30907,"Richmond",zip_nearest_county_centroid,0.6,0.2247,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 18 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"warren-road-community-center","Augusta",GA,30907,"Richmond",zip_nearest_county_centroid,0.78,0.2247,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 27 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"wilson-family-ymca","Augusta",GA,30909,"Richmond",zip_nearest_county_centroid,0.6,0.9846,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 18 km (margin 4 km)"
"pickleball-kingdom-south-cobb","Austell",GA,30106,"Cobb",zip_nearest_county_centroid,0.6,0.9768,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 17 km (margin 2 km)"
"south-cobb-recreation-center","Austell",GA,30168,"Cobb",zip_nearest_county_centroid,0.6,0.9033,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 19 km (margin 1 km)"
"sweetwater-tennis-center","Austell",GA,30106,"Cobb",zip_nearest_county_centroid,0.6,0.9768,"ZCTA spans 2 counties; nearest county centroid is 13 km away, next is 20 km (margin 7 km)"
"ball-ground-city-courts","Ball Ground",GA,30107,"Cherokee",zip_nearest_county_centroid,0.6,0.8042,"ZCTA spans 3 counties; nearest county centroid is 14 km away, next is 17 km (margin 3 km)"
"bethlehem-first-united-methodist-church","Bethlehem",GA,30620,"Barrow",zip_nearest_county_centroid,0.78,0.7792,"ZCTA spans 3 counties; nearest county centroid is 7 km away, next is 17 km (margin 10 km)"
"blairsville-pickleball-club","Blairsville",GA,30514,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"bowdon-rec-dept-copeland-hall","Bowdon",GA,30108,"Carroll",zip_nearest_county_centroid,0.78,0.964,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 29 km (margin 13 km)"
"bowdon-recreation-department-outdoor-courts","Bowdon",GA,30108,"Carroll",zip_nearest_county_centroid,0.78,0.964,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 29 km (margin 13 km)"
"chateau-elan","Braselton",GA,30517,"Barrow",zip_nearest_county_centroid,0.6,0.073,"ZCTA spans 4 counties; nearest county centroid is 14 km away, next is 19 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"del-webb-at-chateau-elan","Braselton",GA,30517,"Barrow",zip_nearest_county_centroid,0.6,0.073,"ZCTA spans 4 counties; nearest county centroid is 18 km away, next is 22 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"bremen-recreation-department-gym","Bremen",GA,30110,"Haralson",zip_nearest_county_centroid,0.6,0.8943,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 17 km (margin 6 km)"
"bremen-rock-building","Bremen",GA,30110,"Haralson",zip_nearest_county_centroid,0.6,0.8943,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 16 km (margin 5 km)"
"haralson-county-rec-dept","Buchanan",GA,30113,"Haralson",zip_nearest_county_centroid,0.78,0.9236,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 22 km (margin 18 km)"
"more-than-pickleball","Buford",GA,30519,"Gwinnett",zip_nearest_county_centroid,0.78,0.8832,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 28 km (margin 10 km)"
"pickle-and-social","Buford",GA,30519,"Gwinnett",zip_nearest_county_centroid,0.78,0.8832,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 28 km (margin 10 km)"
"pickleball","Calhoun",GA,,"",none,0,,"no postal_code"
"carter-grove-clubhouse-courts","Cartersville",GA,30120,"Bartow",zip_nearest_county_centroid,0.6,0.9963,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 21 km (margin 6 km)"
"dellinger-park-tennis-center","Cartersville",GA,30120,"Bartow",zip_nearest_county_centroid,0.78,0.9963,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 25 km (margin 13 km)"
"tabernacle-a200","Cartersville",GA,30120,"Bartow",zip_nearest_county_centroid,0.78,0.9963,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 28 km (margin 19 km)"
"tabernacle-baptist-church","Cartersville",GA,30120,"Bartow",zip_nearest_county_centroid,0.78,0.9963,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 28 km (margin 19 km)"
"mary-street","Clarkesville",GA,30523,"Habersham",zip_nearest_county_centroid,0.78,0.8496,"ZCTA spans 3 counties; nearest county centroid is 2 km away, next is 20 km (margin 19 km)"
"ruby-fulbright-aquatic-center-gymnasium","Clarkesville",GA,30523,"Habersham",zip_nearest_county_centroid,0.78,0.8496,"ZCTA spans 3 counties; nearest county centroid is 2 km away, next is 20 km (margin 18 km)"
"white-county-parks-recreation","Cleveland",GA,30528,"White",zip_nearest_county_centroid,0.78,0.8895,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 22 km (margin 16 km)"
"bleckley-county-schools-recreation-area","Cochran",GA,31014,"Bleckley",zip_nearest_county_centroid,0.78,0.7695,"ZCTA spans 4 counties; nearest county centroid is 6 km away, next is 20 km (margin 15 km)"
"bpac-bleckley-pickleball-association-complex","Cochran",GA,31014,"Bleckley",zip_nearest_county_centroid,0.78,0.7695,"ZCTA spans 4 counties; nearest county centroid is 6 km away, next is 20 km (margin 15 km)"
"pickleball-at-the-park-spring-creek-park","Colquitt",GA,39837,"Baker",zip_nearest_county_centroid,0.78,0.1121,"ZCTA spans 4 counties; nearest county centroid is 67 km away, next is 84 km (margin 17 km) — OVERRODE the larger-by-land-area candidate"
"columbus-ga-pickleball-assoc-inc","Columbus",GA,,"",none,0,,"no postal_code"
"midtown-pickleball-columbus","Columbus",GA,,"",none,0,,"no postal_code"
"northside-recreation-center-columbus","Columbus",GA,,"",none,0,,"no postal_code"
"newton-county-parks-recreation","Covington",GA,30014,"Newton",zip_nearest_county_centroid,0.78,0.7757,"ZCTA spans 3 counties; nearest county centroid is 5 km away, next is 24 km (margin 19 km)"
"forsyth-county-family-ymca","Cumming",GA,30040,"Forsyth",zip_nearest_county_centroid,0.78,0.9783,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 24 km (margin 15 km)"
"fowler-park-recreation-center","Cumming",GA,30040,"Forsyth",zip_nearest_county_centroid,0.78,0.9783,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 27 km (margin 15 km)"
"midway-park-6791","Cumming",GA,30040,"Forsyth",zip_nearest_county_centroid,0.78,0.9783,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 24 km (margin 15 km)"
"apalachee-farms","Dacula",GA,30019,"Gwinnett",zip_nearest_county_centroid,0.78,0.9603,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 30 km (margin 18 km)"
"dacula-park-10191","Dacula",GA,30019,"Gwinnett",zip_nearest_county_centroid,0.78,0.9603,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 28 km (margin 15 km)"
"dacula-park","Dacula",GA,30019,"Gwinnett",zip_nearest_county_centroid,0.78,0.9603,"ZCTA spans 2 counties; nearest county centroid is 13 km away, next is 28 km (margin 15 km)"
"lumpkin-county-parks-and-rec","Dahlonega",GA,30533,"Lumpkin",zip_nearest_county_centroid,0.78,0.9533,"ZCTA spans 4 counties; nearest county centroid is 4 km away, next is 20 km (margin 16 km)"
"mt-tabor-park","Dallas",GA,30157,"Paulding",zip_nearest_county_centroid,0.78,0.9902,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 18 km (margin 9 km)"
"bristol-park-pickleball-courts-dalton-ga","Dalton",GA,,"",none,0,,"no postal_code"
"coates-park-north-pickleball-courts","Dalton",GA,,"",none,0,,"no postal_code"
"james-brown-park-pickleball-complex","Dalton",GA,,"",none,0,,"no postal_code"
"rock-creek-park-recreation","Dawsonville",GA,30534,"Dawson",zip_nearest_county_centroid,0.78,0.8519,"ZCTA spans 5 counties; nearest county centroid is 6 km away, next is 20 km (margin 14 km)"
"forest-fleming-arena","Doraville",GA,30340,"DeKalb",zip_nearest_county_centroid,0.78,0.8093,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 25 km (margin 10 km)"
"alice-j-hawthorne-gymnasium-at-jessie-davis-park","Douglasville",GA,30134,"Douglas",zip_nearest_county_centroid,0.78,0.6763,"ZCTA spans 2 counties; nearest county centroid is 5 km away, next is 22 km (margin 17 km)"
"beulah-gym","Douglasville",GA,30134,"Douglas",zip_nearest_county_centroid,0.78,0.6763,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 22 km (margin 11 km)"
"boundary-waters-activity-center-12896","Douglasville",GA,30133,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"jessie-davis-park","Douglasville",GA,30134,"Douglas",zip_nearest_county_centroid,0.78,0.6763,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 21 km (margin 13 km)"
"woodie-fite-senior-center","Douglasville",GA,30134,"Douglas",zip_nearest_county_centroid,0.78,0.6763,"ZCTA spans 2 counties; nearest county centroid is 5 km away, next is 24 km (margin 18 km)"
"marcus-jewish-community-center-of-atlanta","Dunwoody",GA,30338,"Fulton",zip_nearest_county_centroid,0.6,0.0197,"ZCTA spans 2 counties; nearest county centroid is 21 km away, next is 22 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"jefferson-park-recreation-center-east-point","East Point",GA,,"",none,0,,"no postal_code"
"jones-recreation-complex","Eatonton",GA,,"",none,0,,"no postal_code"
"victory-christian-center-ellijay","Ellijay",GA,,"",none,0,,"no postal_code"
"joe-cowan-park-euharlee","Euharlee",GA,30145,"Bartow",zip_nearest_county_centroid,0.78,0.8195,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 29 km (margin 15 km)"
"kiwanis-courts","Fayetteville",GA,30215,"Fayette",zip_nearest_county_centroid,0.6,0.9777,"ZCTA spans 2 counties; nearest county centroid is 5 km away, next is 12 km (margin 7 km)"
"gilbert-stephenson-park-fort-oglehtorpe-ga","Fort Oglethorpe",GA,30742,"Catoosa",zip_nearest_county_centroid,0.78,0.9986,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 24 km (margin 13 km)"
"gilbert-stephenson-park","Fort Oglethorpe",GA,30742,"Catoosa",zip_nearest_county_centroid,0.78,0.9986,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 24 km (margin 13 km)"
"franklin-pickleball-courts","Franklin",GA,30217,"Heard",zip_nearest_county_centroid,0.78,0.9714,"ZCTA spans 2 counties; nearest county centroid is 214 km away, next is 224 km (margin 10 km)"
"wessell-park-gainesville","Gainesville",GA,,"",none,0,,"no postal_code"
"goodale-park","Grovetown",GA,30813,"Columbia",zip_nearest_county_centroid,0.6,0.9531,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 15 km (margin 3 km)"
"mcbrayer-park-hampton-georgia","Hampton",GA,30228,"Spalding",zip_nearest_county_centroid,0.6,0.0589,"ZCTA spans 3 counties; nearest county centroid is 14 km away, next is 14 km (margin 0 km) — OVERRODE the larger-by-land-area candidate"
"hoyt-smith-recreation-center","Hapeville",GA,30354,"Clayton",zip_nearest_county_centroid,0.6,0.1288,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 15 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"hart-county-recreation-department","Hartwell",GA,,"",none,0,,"no postal_code"
"airport-road-park-hinesville","Hinesville",GA,31313,"Long",zip_nearest_county_centroid,0.6,0.0292,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 17 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"hinesville-ga-airport-road-park","Hinesville",GA,31313,"Long",zip_nearest_county_centroid,0.6,0.0292,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 18 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"ben-hill-strickland-sr-memorial-park","Hiram",GA,30141,"Paulding",zip_nearest_county_centroid,0.6,0.9977,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 19 km (margin 8 km)"
"creekside-golf-and-tennis","Hiram",GA,30141,"Paulding",zip_nearest_county_centroid,0.78,0.9977,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 26 km (margin 16 km)"
"echols-farm","Hiram",GA,30141,"Paulding",zip_nearest_county_centroid,0.6,0.9977,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 19 km (margin 8 km)"
"cresswind-georgia-at-twin-lakes","Hoschton",GA,30548,"Barrow",zip_nearest_county_centroid,0.6,0.1999,"ZCTA spans 4 counties; nearest county centroid is 12 km away, next is 20 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"the-village-at-deaton-creek","Hoschton",GA,30548,"Barrow",zip_nearest_county_centroid,0.6,0.1999,"ZCTA spans 4 counties; nearest county centroid is 12 km away, next is 19 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"pickens-county-recreation-center","Jasper",GA,30143,"Pickens",zip_nearest_county_centroid,0.78,0.8811,"ZCTA spans 3 counties; nearest county centroid is 6 km away, next is 23 km (margin 17 km)"
"the-courts-at-bent-tree","Jasper",GA,30143,"Cherokee",zip_nearest_county_centroid,0.6,0.02,"ZCTA spans 3 counties; nearest county centroid is 125 km away, next is 132 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"cauley-creek-park","Johns Creek",GA,30097,"Gwinnett",zip_nearest_county_centroid,0.6,0.4296,"ZCTA spans 3 counties; nearest county centroid is 15 km away, next is 21 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"life-time-johns-creek","Johns Creek",GA,30097,"Gwinnett",zip_nearest_county_centroid,0.6,0.4296,"ZCTA spans 3 counties; nearest county centroid is 17 km away, next is 19 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"clayton-county-international-park-tennis-center","Jonesboro",GA,30236,"Clayton",zip_nearest_county_centroid,0.78,0.9063,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 20 km (margin 14 km)"
"clayton-county-tennis-center","Jonesboro",GA,30236,"Clayton",zip_nearest_county_centroid,0.78,0.9063,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 20 km (margin 14 km)"
"the-roc-gym-first-baptist-jonesboro","Jonesboro",GA,30237,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"rhodes-jordan-park","Lawrenceville",GA,30246,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"rock-springs-park","Lawrenceville",GA,30049,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"gilbreath-recreation-center","Lindale",GA,30147,"Floyd",zip_nearest_county_centroid,0.78,0.9247,"ZCTA spans 2 counties; nearest county centroid is 8 km away, next is 22 km (margin 14 km)"
"lithia-springs-senior-center","Lithia Springs",GA,30122,"Douglas",zip_nearest_county_centroid,0.6,0.9931,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 18 km (margin 4 km)"
"bay-creek-pickleball-club-of-gwinnett","Loganville-Gwinnett",GA,30052,"Gwinnett",zip_nearest_county_centroid,0.78,0.2711,"ZCTA spans 4 counties; nearest county centroid is 12 km away, next is 22 km (margin 11 km) — OVERRODE the larger-by-land-area candidate"
"bay-creek-park","Loganville",GA,30052,"Walton",zip_nearest_county_centroid,0.6,0.67,"ZCTA spans 4 counties; nearest county centroid is 17 km away, next is 18 km (margin 1 km)"
